fichier,action,cible_de_fusion,qui_le_lit,ce_qu_il_contient_d_irremplacable,derniere_modif,lignes,motif
wiki/System/NKSerialization/JSON.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,321,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/System/NKSerialization/README.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,20,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/System/NKSerialization/XML-YAML.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,385,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/System/NKStream.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,73,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/System/NKStream/README.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,16,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/System/NKStream/Resource.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,276,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/System/NKStream/Streams.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,472,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/System/NKThreading.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,97,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/System/NKThreading/Futures.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,374,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/System/NKThreading/Mutexes.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,483,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/System/NKThreading/README.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,18,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/System/NKThreading/Synchronization.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,544,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/System/NKThreading/Threads.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,466,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/System/NKTime.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,82,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/System/NKTime/Clocks.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,437,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/System/NKTime/Dates.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,401,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/System/NKTime/Durations.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,382,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/System/NKTime/README.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,17,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/System/README.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,42,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
